Episode	Accumulated Reward	Length	Steps	Episode	Accumulated Reward	Length	Steps	Episode	Accumulated Reward	Length	Steps	Episode	Accumulated Reward	Length	Steps	Episode	Accumulated Reward	Length	Steps	Episode	Accumulated Reward	Length	Steps	Episode	Accumulated Reward	Length	Steps	Episode	Accumulated Reward	Length	Steps	Episode	Accumulated Reward	Length	Steps	Episode	Accumulated Reward	Length	Steps	Episode	Accumulated Reward	Length	Steps	Episode	Accumulated Reward	Length	Steps
452	-17	17	15086	452	-17	17	15086	452	-17	17	15086	452	-17	17	15086	452	-17	17	15086	452	-17	17	15086	452	-17	17	15086	452	-17	17	15086	452	-17	17	15086	452	-17	17	15086	452	-17	17	15086	452	-17	17	15086
453	-17	17	15103	453	-17	17	15103	453	-17	17	15103	453	-17	17	15103	453	-17	17	15103	453	-17	17	15103	453	-17	17	15103	453	-17	17	15103	453	-17	17	15103	453	-17	17	15103	453	-17	17	15103	453	-17	17	15103
454	-17	17	15120	454	-17	17	15120	454	-17	17	15120	454	-17	17	15120	454	-17	17	15120	454	-17	17	15120	454	-17	17	15120	454	-17	17	15120	454	-17	17	15120	454	-17	17	15120	454	-17	17	15120	454	-17	17	15120
455	-17	17	15137	455	-17	17	15137	455	-17	17	15137	455	-17	17	15137	455	-17	17	15137	455	-17	17	15137	455	-17	17	15137	455	-17	17	15137	455	-17	17	15137	455	-17	17	15137	455	-17	17	15137	455	-17	17	15137
456	-17	17	15154	456	-17	17	15154	456	-17	17	15154	456	-17	17	15154	456	-17	17	15154	456	-17	17	15154	456	-17	17	15154	456	-17	17	15154	456	-17	17	15154	456	-17	17	15154	456	-17	17	15154	456	-17	17	15154
457	-17	17	15171	457	-17	17	15171	457	-17	17	15171	457	-17	17	15171	457	-17	17	15171	457	-17	17	15171	457	-17	17	15171	457	-17	17	15171	457	-17	17	15171	457	-17	17	15171	457	-17	17	15171	457	-17	17	15171
458	-19	19	15190	458	-19	19	15190	458	-19	19	15190	458	-19	19	15190	458	-19	19	15190	458	-19	19	15190	458	-19	19	15190	458	-19	19	15190	458	-19	19	15190	458	-19	19	15190	458	-19	19	15190	458	-19	19	15190
459	-19	19	15209	459	-19	19	15209	459	-19	19	15209	459	-19	19	15209	459	-19	19	15209	459	-19	19	15209	459	-19	19	15209	459	-19	19	15209	459	-19	19	15209	459	-19	19	15209	459	-19	19	15209	459	-19	19	15209
460	-19	19	15228	460	-19	19	15228	460	-19	19	15228	460	-19	19	15228	460	-19	19	15228	460	-19	19	15228	460	-19	19	15228	460	-19	19	15228	460	-19	19	15228	460	-19	19	15228	460	-19	19	15228	460	-19	19	15228
461	-123	24	15252	461	-123	24	15252	461	-123	24	15252	461	-123	24	15252	461	-123	24	15252	461	-123	24	15252	461	-123	24	15252	461	-123	24	15252	461	-123	24	15252	461	-123	24	15252	461	-123	24	15252	461	-123	24	15252
462	-23	23	15275	462	-23	23	15275	462	-23	23	15275	462	-23	23	15275	462	-23	23	15275	462	-23	23	15275	462	-23	23	15275	462	-23	23	15275	462	-23	23	15275	462	-23	23	15275	462	-23	23	15275	462	-23	23	15275
463	-19	19	15294	463	-19	19	15294	463	-19	19	15294	463	-19	19	15294	463	-19	19	15294	463	-19	19	15294	463	-19	19	15294	463	-19	19	15294	463	-19	19	15294	463	-19	19	15294	463	-19	19	15294	463	-19	19	15294
464	-23	23	15317	464	-23	23	15317	464	-23	23	15317	464	-23	23	15317	464	-23	23	15317	464	-23	23	15317	464	-23	23	15317	464	-23	23	15317	464	-23	23	15317	464	-23	23	15317	464	-23	23	15317	464	-23	23	15317
465	-20	20	15337	465	-20	20	15337	465	-20	20	15337	465	-20	20	15337	465	-20	20	15337	465	-20	20	15337	465	-20	20	15337	465	-20	20	15337	465	-20	20	15337	465	-20	20	15337	465	-20	20	15337	465	-20	20	15337
466	-22	22	15359	466	-22	22	15359	466	-22	22	15359	466	-22	22	15359	466	-22	22	15359	466	-22	22	15359	466	-22	22	15359	466	-22	22	15359	466	-22	22	15359	466	-22	22	15359	466	-22	22	15359	466	-22	22	15359
467	-17	17	15376	467	-17	17	15376	467	-17	17	15376	467	-17	17	15376	467	-17	17	15376	467	-17	17	15376	467	-17	17	15376	467	-17	17	15376	467	-17	17	15376	467	-17	17	15376	467	-17	17	15376	467	-17	17	15376
468	-19	19	15395	468	-19	19	15395	468	-19	19	15395	468	-19	19	15395	468	-19	19	15395	468	-19	19	15395	468	-19	19	15395	468	-19	19	15395	468	-19	19	15395	468	-19	19	15395	468	-19	19	15395	468	-19	19	15395
469	-18	18	15413	469	-18	18	15413	469	-18	18	15413	469	-18	18	15413	469	-18	18	15413	469	-18	18	15413	469	-18	18	15413	469	-18	18	15413	469	-18	18	15413	469	-18	18	15413	469	-18	18	15413	469	-18	18	15413
470	-21	21	15434	470	-21	21	15434	470	-21	21	15434	470	-21	21	15434	470	-21	21	15434	470	-21	21	15434	470	-21	21	15434	470	-21	21	15434	470	-21	21	15434	470	-21	21	15434	470	-21	21	15434	470	-21	21	15434
471	-20	20	15454	471	-20	20	15454	471	-20	20	15454	471	-20	20	15454	471	-20	20	15454	471	-20	20	15454	471	-20	20	15454	471	-20	20	15454	471	-20	20	15454	471	-20	20	15454	471	-20	20	15454	471	-20	20	15454
472	-20	20	15474	472	-20	20	15474	472	-20	20	15474	472	-20	20	15474	472	-20	20	15474	472	-20	20	15474	472	-20	20	15474	472	-20	20	15474	472	-20	20	15474	472	-20	20	15474	472	-20	20	15474	472	-20	20	15474
473	-17	17	15491	473	-17	17	15491	473	-17	17	15491	473	-17	17	15491	473	-17	17	15491	473	-17	17	15491	473	-17	17	15491	473	-17	17	15491	473	-17	17	15491	473	-17	17	15491	473	-17	17	15491	473	-17	17	15491
474	-21	21	15512	474	-21	21	15512	474	-21	21	15512	474	-21	21	15512	474	-21	21	15512	474	-21	21	15512	474	-21	21	15512	474	-21	21	15512	474	-21	21	15512	474	-21	21	15512	474	-21	21	15512	474	-21	21	15512
475	-17	17	15529	475	-17	17	15529	475	-17	17	15529	475	-17	17	15529	475	-17	17	15529	475	-17	17	15529	475	-17	17	15529	475	-17	17	15529	475	-17	17	15529	475	-17	17	15529	475	-17	17	15529	475	-17	17	15529
476	-19	19	15548	476	-19	19	15548	476	-19	19	15548	476	-19	19	15548	476	-19	19	15548	476	-19	19	15548	476	-19	19	15548	476	-19	19	15548	476	-19	19	15548	476	-19	19	15548	476	-19	19	15548	476	-19	19	15548
477	-21	21	15569	477	-21	21	15569	477	-21	21	15569	477	-21	21	15569	477	-21	21	15569	477	-21	21	15569	477	-21	21	15569	477	-21	21	15569	477	-21	21	15569	477	-21	21	15569	477	-21	21	15569	477	-21	21	15569
478	-19	19	15588	478	-19	19	15588	478	-19	19	15588	478	-19	19	15588	478	-19	19	15588	478	-19	19	15588	478	-19	19	15588	478	-19	19	15588	478	-19	19	15588	478	-19	19	15588	478	-19	19	15588	478	-19	19	15588
479	-19	19	15607	479	-19	19	15607	479	-19	19	15607	479	-19	19	15607	479	-19	19	15607	479	-19	19	15607	479	-19	19	15607	479	-19	19	15607	479	-19	19	15607	479	-19	19	15607	479	-19	19	15607	479	-19	19	15607
480	-17	17	15624	480	-17	17	15624	480	-17	17	15624	480	-17	17	15624	480	-17	17	15624	480	-17	17	15624	480	-17	17	15624	480	-17	17	15624	480	-17	17	15624	480	-17	17	15624	480	-17	17	15624	480	-17	17	15624
481	-20	20	15644	481	-20	20	15644	481	-20	20	15644	481	-20	20	15644	481	-20	20	15644	481	-20	20	15644	481	-20	20	15644	481	-20	20	15644	481	-20	20	15644	481	-20	20	15644	481	-20	20	15644	481	-20	20	15644
482	-17	17	15661	482	-17	17	15661	482	-17	17	15661	482	-17	17	15661	482	-17	17	15661	482	-17	17	15661	482	-17	17	15661	482	-17	17	15661	482	-17	17	15661	482	-17	17	15661	482	-17	17	15661	482	-17	17	15661
483	-17	17	15678	483	-17	17	15678	483	-17	17	15678	483	-17	17	15678	483	-17	17	15678	483	-17	17	15678	483	-17	17	15678	483	-17	17	15678	483	-17	17	15678	483	-17	17	15678	483	-17	17	15678	483	-17	17	15678
484	-17	17	15695	484	-17	17	15695	484	-17	17	15695	484	-17	17	15695	484	-17	17	15695	484	-17	17	15695	484	-17	17	15695	484	-17	17	15695	484	-17	17	15695	484	-17	17	15695	484	-17	17	15695	484	-17	17	15695
485	-17	17	15712	485	-17	17	15712	485	-17	17	15712	485	-17	17	15712	485	-17	17	15712	485	-17	17	15712	485	-17	17	15712	485	-17	17	15712	485	-17	17	15712	485	-17	17	15712	485	-17	17	15712	485	-17	17	15712
486	-17	17	15729	486	-17	17	15729	486	-17	17	15729	486	-17	17	15729	486	-17	17	15729	486	-17	17	15729	486	-17	17	15729	486	-17	17	15729	486	-17	17	15729	486	-17	17	15729	486	-17	17	15729	486	-17	17	15729
487	-19	19	15748	487	-19	19	15748	487	-19	19	15748	487	-19	19	15748	487	-19	19	15748	487	-19	19	15748	487	-19	19	15748	487	-19	19	15748	487	-19	19	15748	487	-19	19	15748	487	-19	19	15748	487	-19	19	15748
488	-21	21	15769	488	-21	21	15769	488	-21	21	15769	488	-21	21	15769	488	-21	21	15769	488	-21	21	15769	488	-21	21	15769	488	-21	21	15769	488	-21	21	15769	488	-21	21	15769	488	-21	21	15769	488	-21	21	15769
489	-17	17	15786	489	-17	17	15786	489	-17	17	15786	489	-17	17	15786	489	-17	17	15786	489	-17	17	15786	489	-17	17	15786	489	-17	17	15786	489	-17	17	15786	489	-17	17	15786	489	-17	17	15786	489	-17	17	15786
490	-17	17	15803	490	-17	17	15803	490	-17	17	15803	490	-17	17	15803	490	-17	17	15803	490	-17	17	15803	490	-17	17	15803	490	-17	17	15803	490	-17	17	15803	490	-17	17	15803	490	-17	17	15803	490	-17	17	15803
491	-17	17	15820	491	-17	17	15820	491	-17	17	15820	491	-17	17	15820	491	-17	17	15820	491	-17	17	15820	491	-17	17	15820	491	-17	17	15820	491	-17	17	15820	491	-17	17	15820	491	-17	17	15820	491	-17	17	15820
492	-18	18	15838	492	-18	18	15838	492	-18	18	15838	492	-18	18	15838	492	-18	18	15838	492	-18	18	15838	492	-18	18	15838	492	-18	18	15838	492	-18	18	15838	492	-18	18	15838	492	-18	18	15838	492	-18	18	15838
493	-19	19	15857	493	-19	19	15857	493	-19	19	15857	493	-19	19	15857	493	-19	19	15857	493	-19	19	15857	493	-19	19	15857	493	-19	19	15857	493	-19	19	15857	493	-19	19	15857	493	-19	19	15857	493	-19	19	15857
494	-19	19	15876	494	-19	19	15876	494	-19	19	15876	494	-19	19	15876	494	-19	19	15876	494	-19	19	15876	494	-19	19	15876	494	-19	19	15876	494	-19	19	15876	494	-19	19	15876	494	-19	19	15876	494	-19	19	15876
495	-19	19	15895	495	-19	19	15895	495	-19	19	15895	495	-19	19	15895	495	-19	19	15895	495	-19	19	15895	495	-19	19	15895	495	-19	19	15895	495	-19	19	15895	495	-19	19	15895	495	-19	19	15895	495	-19	19	15895
496	-119	20	15915	496	-119	20	15915	496	-119	20	15915	496	-119	20	15915	496	-119	20	15915	496	-119	20	15915	496	-119	20	15915	496	-119	20	15915	496	-119	20	15915	496	-119	20	15915	496	-119	20	15915	496	-119	20	15915
497	-19	19	15934	497	-19	19	15934	497	-19	19	15934	497	-19	19	15934	497	-19	19	15934	497	-19	19	15934	497	-19	19	15934	497	-19	19	15934	497	-19	19	15934	497	-19	19	15934	497	-19	19	15934	497	-19	19	15934
498	-20	20	15954	498	-20	20	15954	498	-20	20	15954	498	-20	20	15954	498	-20	20	15954	498	-20	20	15954	498	-20	20	15954	498	-20	20	15954	498	-20	20	15954	498	-20	20	15954	498	-20	20	15954	498	-20	20	15954
499	-20	20	15974	499	-20	20	15974	499	-20	20	15974	499	-20	20	15974	499	-20	20	15974	499	-20	20	15974	499	-20	20	15974	499	-20	20	15974	499	-20	20	15974	499	-20	20	15974	499	-20	20	15974	499	-20	20	15974
