Episode	Accumulated Reward	Length	Steps	Episode	Accumulated Reward	Length	Steps	Episode	Accumulated Reward	Length	Steps	Episode	Accumulated Reward	Length	Steps	Episode	Accumulated Reward	Length	Steps	Episode	Accumulated Reward	Length	Steps	Episode	Accumulated Reward	Length	Steps	Episode	Accumulated Reward	Length	Steps	Episode	Accumulated Reward	Length	Steps	Episode	Accumulated Reward	Length	Steps	Episode	Accumulated Reward	Length	Steps
490	-19	19	12467	490	-19	19	12467	490	-19	19	12467	490	-19	19	12467	490	-19	19	12467	490	-19	19	12467	490	-19	19	12467	490	-19	19	12467	490	-19	19	12467	490	-19	19	12467	490	-19	19	12467
491	-20	20	12487	491	-20	20	12487	491	-20	20	12487	491	-20	20	12487	491	-20	20	12487	491	-20	20	12487	491	-20	20	12487	491	-20	20	12487	491	-20	20	12487	491	-20	20	12487	491	-20	20	12487
492	-127	28	12515	492	-127	28	12515	492	-127	28	12515	492	-127	28	12515	492	-127	28	12515	492	-127	28	12515	492	-127	28	12515	492	-127	28	12515	492	-127	28	12515	492	-127	28	12515	492	-127	28	12515
493	-19	19	12534	493	-19	19	12534	493	-19	19	12534	493	-19	19	12534	493	-19	19	12534	493	-19	19	12534	493	-19	19	12534	493	-19	19	12534	493	-19	19	12534	493	-19	19	12534	493	-19	19	12534
494	-122	23	12557	494	-122	23	12557	494	-122	23	12557	494	-122	23	12557	494	-122	23	12557	494	-122	23	12557	494	-122	23	12557	494	-122	23	12557	494	-122	23	12557	494	-122	23	12557	494	-122	23	12557
495	-21	21	12578	495	-21	21	12578	495	-21	21	12578	495	-21	21	12578	495	-21	21	12578	495	-21	21	12578	495	-21	21	12578	495	-21	21	12578	495	-21	21	12578	495	-21	21	12578	495	-21	21	12578
496	-17	17	12595	496	-17	17	12595	496	-17	17	12595	496	-17	17	12595	496	-17	17	12595	496	-17	17	12595	496	-17	17	12595	496	-17	17	12595	496	-17	17	12595	496	-17	17	12595	496	-17	17	12595
497	-18	18	12613	497	-18	18	12613	497	-18	18	12613	497	-18	18	12613	497	-18	18	12613	497	-18	18	12613	497	-18	18	12613	497	-18	18	12613	497	-18	18	12613	497	-18	18	12613	497	-18	18	12613
498	-17	17	12630	498	-17	17	12630	498	-17	17	12630	498	-17	17	12630	498	-17	17	12630	498	-17	17	12630	498	-17	17	12630	498	-17	17	12630	498	-17	17	12630	498	-17	17	12630	498	-17	17	12630
499	-19	19	12649	499	-19	19	12649	499	-19	19	12649	499	-19	19	12649	499	-19	19	12649	499	-19	19	12649	499	-19	19	12649	499	-19	19	12649	499	-19	19	12649	499	-19	19	12649	499	-19	19	12649
